Time,Humphrey Hall,Jorns Halls,Gilman House,Mack House,Seed Building,DeJope Residence Hall,Phillips Residence Hall,Sullivan Residence Hall,Swenson House,Chamberlin Residence Hall,Cole Residence Hall,Veterinary Medicine Building,Tripp Residence Hall,Livestock Laboratory,Agricultural Engineering Laboratory,Veterinary Diagnostic Lab,Adams Residence Hall,Turner House, Kronshage Residence Hall, Leopold Residence Hall,Bakke Recreation & Wellbeing Center,Bradley Residence Hall,Jones Residence Hall,Goodnight Hall,Slichter Residence Hall,Carson Gulley Center
2/13/23 2:45,0.14 kW,0.60 kW,0.60 kW,0.14 kW,19.66 kW,0.14 kW,0.14 kW,0.14 kW,0.14 kW,0.60 kW,0.14 kW,33.55 kW,0.60 kW,19.49 kW,14.07 kW,19.49 kW,0.60 kW,0.14 kW,0.60 kW,0.60 kW,317.51 kW,0.14 kW,0.60 kW,14.07 kW,0.60 kW,0.60 kW
2/13/23 3:00,0.14 kW,1.03 kW,1.03 kW,0.14 kW,19.23 kW,0.14 kW,0.14 kW,0.14 kW,0.14 kW,1.03 kW,0.14 kW,33.20 kW,1.03 kW,19.07 kW,14.13 kW,19.07 kW,1.03 kW,0.14 kW,1.03 kW,1.03 kW,317.26 kW,0.14 kW,1.03 kW,14.13 kW,1.03 kW,1.03 kW
2/13/23 3:15,0.14 kW,1.04 kW,1.04 kW,0.14 kW,19.36 kW,0.14 kW,0.14 kW,0.14 kW,0.14 kW,1.04 kW,0.14 kW,33.49 kW,1.04 kW,19.19 kW,14.30 kW,19.19 kW,1.04 kW,0.14 kW,1.04 kW,1.04 kW,317.51 kW,0.14 kW,1.04 kW,14.30 kW,1.04 kW,1.04 kW
2/13/23 3:30,0.14 kW,1.04 kW,1.04 kW,0.14 kW,19.43 kW,0.14 kW,0.14 kW,0.14 kW,0.14 kW,1.04 kW,0.14 kW,33.64 kW,1.04 kW,19.26 kW,14.38 kW,19.26 kW,1.04 kW,0.14 kW,1.04 kW,1.04 kW,317.48 kW,0.14 kW,1.04 kW,14.38 kW,1.04 kW,1.04 kW
2/13/23 3:45,0.13 kW,1.04 kW,1.04 kW,0.13 kW,19.41 kW,0.13 kW,0.13 kW,0.13 kW,0.13 kW,1.04 kW,0.13 kW,33.64 kW,1.04 kW,19.24 kW,14.40 kW,19.24 kW,1.04 kW,0.13 kW,1.04 kW,1.04 kW,316.97 kW,0.13 kW,1.04 kW,14.40 kW,1.04 kW,1.04 kW
2/13/23 4:00,0.13 kW,0.63 kW,0.63 kW,0.13 kW,19.51 kW,0.13 kW,0.13 kW,0.13 kW,0.13 kW,0.63 kW,0.13 kW,34.00 kW,0.63 kW,19.33 kW,14.67 kW,19.33 kW,0.63 kW,0.13 kW,0.63 kW,0.63 kW,317.29 kW,0.13 kW,0.63 kW,14.67 kW,0.63 kW,0.63 kW
2/13/23 4:15,0.13 kW,0.63 kW,0.63 kW,0.13 kW,19.68 kW,0.13 kW,0.13 kW,0.13 kW,0.13 kW,0.63 kW,0.13 kW,34.40 kW,0.63 kW,19.51 kW,14.89 kW,19.51 kW,0.63 kW,0.13 kW,0.63 kW,0.63 kW,317.54 kW,0.13 kW,0.63 kW,14.89 kW,0.63 kW,0.63 kW
2/13/23 4:30,0.13 kW,0.63 kW,0.63 kW,0.13 kW,19.89 kW,0.13 kW,0.13 kW,0.13 kW,0.13 kW,0.63 kW,0.13 kW,34.93 kW,0.63 kW,19.71 kW,15.21 kW,19.71 kW,0.63 kW,0.13 kW,0.63 kW,0.63 kW,317.42 kW,0.13 kW,0.63 kW,15.21 kW,0.63 kW,0.63 kW
2/13/23 4:45,0.13 kW,0.64 kW,0.64 kW,0.13 kW,20.32 kW,0.13 kW,0.13 kW,0.13 kW,0.13 kW,0.64 kW,0.13 kW,35.48 kW,0.64 kW,20.15 kW,15.33 kW,20.15 kW,0.64 kW,0.13 kW,0.64 kW,0.64 kW,317.84 kW,0.13 kW,0.64 kW,15.33 kW,0.64 kW,0.64 kW
2/13/23 5:00,0.13 kW,0.64 kW,0.64 kW,0.13 kW,20.40 kW,0.13 kW,0.13 kW,0.13 kW,0.13 kW,0.64 kW,0.13 kW,36.02 kW,0.64 kW,20.19 kW,15.83 kW,20.19 kW,0.64 kW,0.13 kW,0.64 kW,0.64 kW,318.20 kW,0.13 kW,0.64 kW,15.83 kW,0.64 kW,0.64 kW
2/13/23 5:15,0.13 kW,0.64 kW,0.64 kW,0.13 kW,20.85 kW,0.13 kW,0.13 kW,0.13 kW,0.13 kW,0.64 kW,0.13 kW,36.76 kW,0.64 kW,20.64 kW,16.12 kW,20.64 kW,0.64 kW,0.13 kW,0.64 kW,0.64 kW,318.04 kW,0.13 kW,0.64 kW,16.12 kW,0.64 kW,0.64 kW
2/13/23 5:30,0.13 kW,0.65 kW,0.65 kW,0.13 kW,21.05 kW,0.13 kW,0.13 kW,0.13 kW,0.13 kW,0.65 kW,0.13 kW,38.49 kW,0.65 kW,20.83 kW,17.66 kW,20.83 kW,0.65 kW,0.13 kW,0.65 kW,0.65 kW,318.93 kW,0.13 kW,0.65 kW,17.66 kW,0.65 kW,0.65 kW
2/13/23 5:45,0.13 kW,0.65 kW,0.65 kW,0.13 kW,21.38 kW,0.13 kW,0.13 kW,0.13 kW,0.13 kW,0.65 kW,0.13 kW,38.06 kW,0.65 kW,21.17 kW,16.88 kW,21.17 kW,0.65 kW,0.13 kW,0.65 kW,0.65 kW,319.06 kW,0.13 kW,0.65 kW,16.88 kW,0.65 kW,0.65 kW
2/13/23 6:00,0.07 kW,0.65 kW,0.65 kW,0.07 kW,21.67 kW,0.07 kW,0.07 kW,0.07 kW,0.07 kW,0.65 kW,0.07 kW,38.79 kW,0.65 kW,21.42 kW,17.37 kW,21.42 kW,0.65 kW,0.07 kW,0.65 kW,0.65 kW,319.69 kW,0.07 kW,0.65 kW,17.37 kW,0.65 kW,0.65 kW
2/13/23 6:15,0.07 kW,0.65 kW,0.65 kW,0.07 kW,24.79 kW,0.07 kW,0.07 kW,0.07 kW,0.07 kW,0.65 kW,0.07 kW,43.22 kW,0.65 kW,24.54 kW,18.68 kW,24.54 kW,0.65 kW,0.07 kW,0.65 kW,0.65 kW,320.44 kW,0.07 kW,0.65 kW,18.68 kW,0.65 kW,0.65 kW
2/13/23 6:30,0.07 kW,0.66 kW,0.66 kW,0.07 kW,25.26 kW,0.07 kW,0.07 kW,0.07 kW,0.07 kW,0.66 kW,0.07 kW,45.67 kW,0.66 kW,25.01 kW,20.66 kW,25.01 kW,0.66 kW,0.07 kW,0.66 kW,0.66 kW,323.71 kW,0.07 kW,0.66 kW,20.66 kW,0.66 kW,0.66 kW
2/13/23 6:45,0.39 kW,0.66 kW,0.66 kW,0.39 kW,26.96 kW,0.39 kW,0.39 kW,0.39 kW,0.39 kW,0.66 kW,0.39 kW,47.01 kW,0.66 kW,26.71 kW,20.30 kW,26.71 kW,0.66 kW,0.39 kW,0.66 kW,0.66 kW,326.18 kW,0.39 kW,0.66 kW,20.30 kW,0.66 kW,0.66 kW
2/13/23 7:00,0.45 kW,0.66 kW,0.66 kW,0.45 kW,27.51 kW,0.45 kW,0.45 kW,0.45 kW,0.45 kW,0.66 kW,0.45 kW,55.10 kW,0.66 kW,27.28 kW,27.82 kW,27.28 kW,0.66 kW,0.45 kW,0.66 kW,0.66 kW,329.69 kW,0.45 kW,0.66 kW,27.82 kW,0.66 kW,0.66 kW
2/13/23 7:15,0.45 kW,0.66 kW,0.66 kW,0.45 kW,28.92 kW,0.45 kW,0.45 kW,0.45 kW,0.45 kW,0.66 kW,0.45 kW,56.81 kW,0.66 kW,28.68 kW,28.13 kW,28.68 kW,0.66 kW,0.45 kW,0.66 kW,0.66 kW,332.63 kW,0.45 kW,0.66 kW,28.13 kW,0.66 kW,0.66 kW
2/13/23 7:30,0.45 kW,0.66 kW,0.66 kW,0.45 kW,29.46 kW,0.45 kW,0.45 kW,0.45 kW,0.45 kW,0.66 kW,0.45 kW,56.87 kW,0.66 kW,29.22 kW,27.66 kW,29.22 kW,0.66 kW,0.45 kW,0.66 kW,0.66 kW,335.13 kW,0.45 kW,0.66 kW,27.66 kW,0.66 kW,0.66 kW
2/13/23 7:45,0.30 kW,0.67 kW,0.67 kW,0.30 kW,31.02 kW,0.30 kW,0.30 kW,0.30 kW,0.30 kW,0.67 kW,0.30 kW,58.16 kW,0.67 kW,30.78 kW,27.39 kW,30.78 kW,0.67 kW,0.30 kW,0.67 kW,0.67 kW,334.67 kW,0.30 kW,0.67 kW,27.39 kW,0.67 kW,0.67 kW
2/13/23 8:00,0.15 kW,0.67 kW,0.67 kW,0.15 kW,27.30 kW,0.15 kW,0.15 kW,0.15 kW,0.15 kW,0.67 kW,0.15 kW,50.66 kW,0.67 kW,27.13 kW,23.53 kW,27.13 kW,0.67 kW,0.15 kW,0.67 kW,0.67 kW,332.71 kW,0.15 kW,0.67 kW,23.53 kW,0.67 kW,0.67 kW
2/13/23 8:15,0.26 kW,0.67 kW,0.67 kW,0.26 kW,27.94 kW,0.26 kW,0.26 kW,0.26 kW,0.26 kW,0.67 kW,0.26 kW,50.88 kW,0.67 kW,27.77 kW,23.11 kW,27.77 kW,0.67 kW,0.26 kW,0.67 kW,0.67 kW,332.47 kW,0.26 kW,0.67 kW,23.11 kW,0.67 kW,0.67 kW
2/13/23 8:30,0.48 kW,0.67 kW,0.67 kW,0.48 kW,27.75 kW,0.48 kW,0.48 kW,0.48 kW,0.48 kW,0.67 kW,0.48 kW,50.67 kW,0.67 kW,27.42 kW,23.25 kW,27.42 kW,0.67 kW,0.48 kW,0.67 kW,0.67 kW,334.79 kW,0.48 kW,0.67 kW,23.25 kW,0.67 kW,0.67 kW
2/13/23 8:45,0.31 kW,0.67 kW,0.67 kW,0.31 kW,28.46 kW,0.31 kW,0.31 kW,0.31 kW,0.31 kW,0.67 kW,0.31 kW,52.25 kW,0.67 kW,28.13 kW,24.12 kW,28.13 kW,0.67 kW,0.31 kW,0.67 kW,0.67 kW,336.08 kW,0.31 kW,0.67 kW,24.12 kW,0.67 kW,0.67 kW
2/13/23 9:00,0.20 kW,0.66 kW,0.66 kW,0.20 kW,28.68 kW,0.20 kW,0.20 kW,0.20 kW,0.20 kW,0.66 kW,0.20 kW,52.12 kW,0.66 kW,28.35 kW,23.78 kW,28.35 kW,0.66 kW,0.20 kW,0.66 kW,0.66 kW,339.10 kW,0.20 kW,0.66 kW,23.78 kW,0.66 kW,0.66 kW
2/13/23 9:15,0.49 kW,0.93 kW,0.93 kW,0.49 kW,29.16 kW,0.49 kW,0.49 kW,0.49 kW,0.49 kW,0.93 kW,0.49 kW,52.56 kW,0.93 kW,28.82 kW,23.73 kW,28.82 kW,0.93 kW,0.49 kW,0.93 kW,0.93 kW,340.72 kW,0.49 kW,0.93 kW,23.73 kW,0.93 kW,0.93 kW
2/13/23 9:30,0.24 kW,0.77 kW,0.77 kW,0.24 kW,29.45 kW,0.24 kW,0.24 kW,0.24 kW,0.24 kW,0.77 kW,0.24 kW,53.54 kW,0.77 kW,29.11 kW,24.43 kW,29.11 kW,0.77 kW,0.24 kW,0.77 kW,0.77 kW,341.75 kW,0.24 kW,0.77 kW,24.43 kW,0.77 kW,0.77 kW
2/13/23 9:45,0.18 kW,0.63 kW,0.63 kW,0.18 kW,30.01 kW,0.18 kW,0.18 kW,0.18 kW,0.18 kW,0.63 kW,0.18 kW,53.90 kW,0.63 kW,29.67 kW,24.22 kW,29.67 kW,0.63 kW,0.18 kW,0.63 kW,0.63 kW,342.73 kW,0.18 kW,0.63 kW,24.22 kW,0.63 kW,0.63 kW
2/13/23 10:00,0.48 kW,0.61 kW,0.61 kW,0.48 kW,30.41 kW,0.48 kW,0.48 kW,0.48 kW,0.48 kW,0.61 kW,0.48 kW,53.65 kW,0.61 kW,30.08 kW,23.56 kW,30.08 kW,0.61 kW,0.48 kW,0.61 kW,0.61 kW,344.82 kW,0.48 kW,0.61 kW,23.56 kW,0.61 kW,0.61 kW
2/13/23 10:15,0.49 kW,0.60 kW,0.60 kW,0.49 kW,29.61 kW,0.49 kW,0.49 kW,0.49 kW,0.49 kW,0.60 kW,0.49 kW,54.06 kW,0.60 kW,29.29 kW,24.77 kW,29.29 kW,0.60 kW,0.49 kW,0.60 kW,0.60 kW,346.66 kW,0.49 kW,0.60 kW,24.77 kW,0.60 kW,0.60 kW
2/13/23 10:30,0.49 kW,0.58 kW,0.58 kW,0.49 kW,30.94 kW,0.49 kW,0.49 kW,0.49 kW,0.49 kW,0.58 kW,0.49 kW,53.95 kW,0.58 kW,30.62 kW,23.33 kW,30.62 kW,0.58 kW,0.49 kW,0.58 kW,0.58 kW,348.50 kW,0.49 kW,0.58 kW,23.33 kW,0.58 kW,0.58 kW
2/13/23 10:45,0.49 kW,0.57 kW,0.57 kW,0.49 kW,29.69 kW,0.49 kW,0.49 kW,0.49 kW,0.49 kW,0.57 kW,0.49 kW,52.68 kW,0.57 kW,29.37 kW,23.32 kW,29.37 kW,0.57 kW,0.49 kW,0.57 kW,0.57 kW,349.45 kW,0.49 kW,0.57 kW,23.32 kW,0.57 kW,0.57 kW
2/13/23 11:00,0.27 kW,0.72 kW,0.72 kW,0.27 kW,30.32 kW,0.27 kW,0.27 kW,0.27 kW,0.27 kW,0.72 kW,0.27 kW,52.92 kW,0.72 kW,30.01 kW,22.91 kW,30.01 kW,0.72 kW,0.27 kW,0.72 kW,0.72 kW,350.38 kW,0.27 kW,0.72 kW,22.91 kW,0.72 kW,0.72 kW
2/13/23 11:15,0.12 kW,0.69 kW,0.69 kW,0.12 kW,30.04 kW,0.12 kW,0.12 kW,0.12 kW,0.12 kW,0.69 kW,0.12 kW,51.65 kW,0.69 kW,29.72 kW,21.93 kW,29.72 kW,0.69 kW,0.12 kW,0.69 kW,0.69 kW,350.35 kW,0.12 kW,0.69 kW,21.93 kW,0.69 kW,0.69 kW
2/13/23 11:30,0.12 kW,0.66 kW,0.66 kW,0.12 kW,28.92 kW,0.12 kW,0.12 kW,0.12 kW,0.12 kW,0.66 kW,0.12 kW,50.07 kW,0.66 kW,28.60 kW,21.47 kW,28.60 kW,0.66 kW,0.12 kW,0.66 kW,0.66 kW,349.20 kW,0.12 kW,0.66 kW,21.47 kW,0.66 kW,0.66 kW
2/13/23 11:45,0.12 kW,0.64 kW,0.64 kW,0.12 kW,28.55 kW,0.12 kW,0.12 kW,0.12 kW,0.12 kW,0.64 kW,0.12 kW,49.59 kW,0.64 kW,28.24 kW,21.35 kW,28.24 kW,0.64 kW,0.12 kW,0.64 kW,0.64 kW,348.07 kW,0.12 kW,0.64 kW,21.35 kW,0.64 kW,0.64 kW
2/13/23 12:00,0.12 kW,0.43 kW,0.43 kW,0.12 kW,28.55 kW,0.12 kW,0.12 kW,0.12 kW,0.12 kW,0.43 kW,0.12 kW,49.81 kW,0.43 kW,28.24 kW,21.57 kW,28.24 kW,0.43 kW,0.12 kW,0.43 kW,0.43 kW,346.57 kW,0.12 kW,0.43 kW,21.57 kW,0.43 kW,0.43 kW
2/13/23 12:15,0.12 kW,0.59 kW,0.59 kW,0.12 kW,27.84 kW,0.12 kW,0.12 kW,0.12 kW,0.12 kW,0.59 kW,0.12 kW,49.07 kW,0.59 kW,27.53 kW,21.55 kW,27.53 kW,0.59 kW,0.12 kW,0.59 kW,0.59 kW,346.05 kW,0.12 kW,0.59 kW,21.55 kW,0.59 kW,0.59 kW
2/13/23 12:30,0.12 kW,0.57 kW,0.57 kW,0.12 kW,28.34 kW,0.12 kW,0.12 kW,0.12 kW,0.12 kW,0.57 kW,0.12 kW,49.12 kW,0.57 kW,28.03 kW,21.09 kW,28.03 kW,0.57 kW,0.12 kW,0.57 kW,0.57 kW,344.41 kW,0.12 kW,0.57 kW,21.09 kW,0.57 kW,0.57 kW
2/13/23 12:45,0.20 kW,0.55 kW,0.55 kW,0.20 kW,28.18 kW,0.20 kW,0.20 kW,0.20 kW,0.20 kW,0.55 kW,0.20 kW,47.59 kW,0.55 kW,27.87 kW,19.72 kW,27.87 kW,0.55 kW,0.20 kW,0.55 kW,0.55 kW,343.43 kW,0.20 kW,0.55 kW,19.72 kW,0.55 kW,0.55 kW
2/13/23 13:00,0.45 kW,0.85 kW,0.85 kW,0.45 kW,27.52 kW,0.45 kW,0.45 kW,0.45 kW,0.45 kW,0.85 kW,0.45 kW,45.15 kW,0.85 kW,27.21 kW,17.95 kW,27.21 kW,0.85 kW,0.45 kW,0.85 kW,0.85 kW,343.16 kW,0.45 kW,0.85 kW,17.95 kW,0.85 kW,0.85 kW
2/13/23 13:15,0.45 kW,0.50 kW,0.50 kW,0.45 kW,26.03 kW,0.45 kW,0.45 kW,0.45 kW,0.45 kW,0.50 kW,0.45 kW,43.10 kW,0.50 kW,25.72 kW,17.38 kW,25.72 kW,0.50 kW,0.45 kW,0.50 kW,0.50 kW,342.47 kW,0.45 kW,0.50 kW,17.38 kW,0.50 kW,0.50 kW
2/13/23 13:30,0.22 kW,0.33 kW,0.33 kW,0.22 kW,25.40 kW,0.22 kW,0.22 kW,0.22 kW,0.22 kW,0.33 kW,0.22 kW,40.54 kW,0.33 kW,25.09 kW,15.45 kW,25.09 kW,0.33 kW,0.22 kW,0.33 kW,0.33 kW,342.51 kW,0.22 kW,0.33 kW,15.45 kW,0.33 kW,0.33 kW
2/13/23 13:45,0.11 kW,0.63 kW,0.63 kW,0.11 kW,23.08 kW,0.11 kW,0.11 kW,0.11 kW,0.11 kW,0.63 kW,0.11 kW,38.79 kW,0.63 kW,22.77 kW,16.01 kW,22.77 kW,0.63 kW,0.11 kW,0.63 kW,0.63 kW,341.54 kW,0.11 kW,0.63 kW,16.01 kW,0.63 kW,0.63 kW
2/13/23 14:00,0.43 kW,0.70 kW,0.70 kW,0.43 kW,22.62 kW,0.43 kW,0.43 kW,0.43 kW,0.43 kW,0.70 kW,0.43 kW,38.16 kW,0.70 kW,22.31 kW,15.85 kW,22.31 kW,0.70 kW,0.43 kW,0.70 kW,0.70 kW,339.98 kW,0.43 kW,0.70 kW,15.85 kW,0.70 kW,0.70 kW
2/13/23 14:15,0.53 kW,0.30 kW,0.30 kW,0.53 kW,22.32 kW,0.53 kW,0.53 kW,0.53 kW,0.53 kW,0.30 kW,0.53 kW,37.30 kW,0.30 kW,22.01 kW,15.30 kW,22.01 kW,0.30 kW,0.53 kW,0.30 kW,0.30 kW,337.95 kW,0.53 kW,0.30 kW,15.30 kW,0.30 kW,0.30 kW
2/13/23 14:30,0.37 kW,0.33 kW,0.33 kW,0.37 kW,21.02 kW,0.37 kW,0.37 kW,0.37 kW,0.37 kW,0.33 kW,0.37 kW,35.91 kW,0.33 kW,20.71 kW,15.20 kW,20.71 kW,0.33 kW,0.37 kW,0.33 kW,0.33 kW,336.03 kW,0.37 kW,0.33 kW,15.20 kW,0.33 kW,0.33 kW
2/13/23 14:45,0.16 kW,0.21 kW,0.21 kW,0.16 kW,21.87 kW,0.16 kW,0.16 kW,0.16 kW,0.16 kW,0.21 kW,0.16 kW,36.60 kW,0.21 kW,21.57 kW,15.03 kW,21.57 kW,0.21 kW,0.16 kW,0.21 kW,0.21 kW,335.22 kW,0.16 kW,0.21 kW,15.03 kW,0.21 kW,0.21 kW
2/13/23 15:00,0.16 kW,0.20 kW,0.20 kW,0.16 kW,20.92 kW,0.16 kW,0.16 kW,0.16 kW,0.16 kW,0.20 kW,0.16 kW,36.38 kW,0.20 kW,20.59 kW,15.79 kW,20.59 kW,0.20 kW,0.16 kW,0.20 kW,0.20 kW,334.41 kW,0.16 kW,0.20 kW,15.79 kW,0.20 kW,0.20 kW
2/13/23 15:15,0.15 kW,0.19 kW,0.19 kW,0.15 kW,22.04 kW,0.15 kW,0.15 kW,0.15 kW,0.15 kW,0.19 kW,0.15 kW,36.07 kW,0.19 kW,21.71 kW,14.36 kW,21.71 kW,0.19 kW,0.15 kW,0.19 kW,0.19 kW,334.31 kW,0.15 kW,0.19 kW,14.36 kW,0.19 kW,0.19 kW
2/13/23 15:30,0.14 kW,0.19 kW,0.19 kW,0.14 kW,20.68 kW,0.14 kW,0.14 kW,0.14 kW,0.14 kW,0.19 kW,0.14 kW,34.56 kW,0.19 kW,20.52 kW,14.04 kW,20.52 kW,0.19 kW,0.14 kW,0.19 kW,0.19 kW,333.79 kW,0.14 kW,0.19 kW,14.04 kW,0.19 kW,0.19 kW
2/13/23 15:45,0.13 kW,0.18 kW,0.18 kW,0.13 kW,21.32 kW,0.13 kW,0.13 kW,0.13 kW,0.13 kW,0.18 kW,0.13 kW,34.91 kW,0.18 kW,21.15 kW,13.76 kW,21.15 kW,0.18 kW,0.13 kW,0.18 kW,0.18 kW,327.47 kW,0.13 kW,0.18 kW,13.76 kW,0.18 kW,0.18 kW
2/13/23 16:00,0.31 kW,0.18 kW,0.18 kW,0.31 kW,20.60 kW,0.31 kW,0.31 kW,0.31 kW,0.31 kW,0.18 kW,0.31 kW,32.97 kW,0.18 kW,20.37 kW,12.60 kW,20.37 kW,0.18 kW,0.31 kW,0.18 kW,0.18 kW,321.27 kW,0.31 kW,0.18 kW,12.60 kW,0.18 kW,0.18 kW
2/13/23 16:15,0.46 kW,0.17 kW,0.17 kW,0.46 kW,19.70 kW,0.46 kW,0.46 kW,0.46 kW,0.46 kW,0.17 kW,0.46 kW,31.86 kW,0.17 kW,19.47 kW,12.39 kW,19.47 kW,0.17 kW,0.46 kW,0.17 kW,0.17 kW,317.38 kW,0.46 kW,0.17 kW,12.39 kW,0.17 kW,0.17 kW
2/13/23 16:30,0.49 kW,0.25 kW,0.25 kW,0.49 kW,18.25 kW,0.49 kW,0.49 kW,0.49 kW,0.49 kW,0.25 kW,0.49 kW,30.16 kW,0.25 kW,18.01 kW,12.15 kW,18.01 kW,0.25 kW,0.49 kW,0.25 kW,0.25 kW,308.30 kW,0.49 kW,0.25 kW,12.15 kW,0.25 kW,0.25 kW
2/13/23 16:45,0.21 kW,0.47 kW,0.47 kW,0.21 kW,18.01 kW,0.21 kW,0.21 kW,0.21 kW,0.21 kW,0.47 kW,0.21 kW,29.57 kW,0.47 kW,17.77 kW,11.80 kW,17.77 kW,0.47 kW,0.21 kW,0.47 kW,0.47 kW,298.13 kW,0.21 kW,0.47 kW,11.80 kW,0.47 kW,0.47 kW
2/13/23 17:00,0.18 kW,0.72 kW,0.72 kW,0.18 kW,16.35 kW,0.18 kW,0.18 kW,0.18 kW,0.18 kW,0.72 kW,0.18 kW,27.71 kW,0.72 kW,15.97 kW,11.74 kW,15.97 kW,0.72 kW,0.18 kW,0.72 kW,0.72 kW,291.73 kW,0.18 kW,0.72 kW,11.74 kW,0.72 kW,0.72 kW
2/13/23 17:15,0.19 kW,0.47 kW,0.47 kW,0.19 kW,16.26 kW,0.19 kW,0.19 kW,0.19 kW,0.19 kW,0.47 kW,0.19 kW,27.46 kW,0.47 kW,15.89 kW,11.58 kW,15.89 kW,0.47 kW,0.19 kW,0.47 kW,0.47 kW,288.38 kW,0.19 kW,0.47 kW,11.58 kW,0.47 kW,0.47 kW
2/13/23 17:30,0.19 kW,0.40 kW,0.40 kW,0.19 kW,15.90 kW,0.19 kW,0.19 kW,0.19 kW,0.19 kW,0.40 kW,0.19 kW,27.24 kW,0.40 kW,15.52 kW,11.71 kW,15.52 kW,0.40 kW,0.19 kW,0.40 kW,0.40 kW,293.25 kW,0.19 kW,0.40 kW,11.71 kW,0.40 kW,0.40 kW
2/13/23 17:45,0.19 kW,0.41 kW,0.41 kW,0.19 kW,15.81 kW,0.19 kW,0.19 kW,0.19 kW,0.19 kW,0.41 kW,0.19 kW,27.04 kW,0.41 kW,15.43 kW,11.61 kW,15.43 kW,0.41 kW,0.19 kW,0.41 kW,0.41 kW,303.59 kW,0.19 kW,0.41 kW,11.61 kW,0.41 kW,0.41 kW
2/13/23 18:00,0.22 kW,0.31 kW,0.31 kW,0.22 kW,15.82 kW,0.22 kW,0.22 kW,0.22 kW,0.22 kW,0.31 kW,0.22 kW,27.22 kW,0.31 kW,15.45 kW,11.77 kW,15.45 kW,0.31 kW,0.22 kW,0.31 kW,0.31 kW,315.58 kW,0.22 kW,0.31 kW,11.77 kW,0.31 kW,0.31 kW
2/13/23 18:15,0.21 kW,0.53 kW,0.53 kW,0.21 kW,19.77 kW,0.21 kW,0.21 kW,0.21 kW,0.21 kW,0.53 kW,0.21 kW,35.16 kW,0.53 kW,19.40 kW,15.76 kW,19.40 kW,0.53 kW,0.21 kW,0.53 kW,0.53 kW,324.53 kW,0.21 kW,0.53 kW,15.76 kW,0.53 kW,0.53 kW
2/13/23 18:30,0.22 kW,0.30 kW,0.30 kW,0.22 kW,20.66 kW,0.22 kW,0.22 kW,0.22 kW,0.22 kW,0.30 kW,0.22 kW,36.14 kW,0.30 kW,20.29 kW,15.85 kW,20.29 kW,0.30 kW,0.22 kW,0.30 kW,0.30 kW,323.44 kW,0.22 kW,0.30 kW,15.85 kW,0.30 kW,0.30 kW
2/13/23 18:45,0.22 kW,0.22 kW,0.22 kW,0.22 kW,19.73 kW,0.22 kW,0.22 kW,0.22 kW,0.22 kW,0.22 kW,0.22 kW,35.47 kW,0.22 kW,19.36 kW,16.11 kW,19.36 kW,0.22 kW,0.22 kW,0.22 kW,0.22 kW,322.32 kW,0.22 kW,0.22 kW,16.11 kW,0.22 kW,0.22 kW
2/13/23 19:00,0.40 kW,0.22 kW,0.22 kW,0.40 kW,19.59 kW,0.40 kW,0.40 kW,0.40 kW,0.40 kW,0.22 kW,0.40 kW,35.47 kW,0.22 kW,19.33 kW,16.14 kW,19.33 kW,0.22 kW,0.40 kW,0.22 kW,0.22 kW,320.98 kW,0.40 kW,0.22 kW,16.14 kW,0.22 kW,0.22 kW
2/13/23 19:15,0.56 kW,0.22 kW,0.22 kW,0.56 kW,19.62 kW,0.56 kW,0.56 kW,0.56 kW,0.56 kW,0.22 kW,0.56 kW,35.47 kW,0.22 kW,19.35 kW,16.11 kW,19.35 kW,0.22 kW,0.56 kW,0.22 kW,0.22 kW,320.95 kW,0.56 kW,0.22 kW,16.11 kW,0.22 kW,0.22 kW
2/13/23 19:30,0.25 kW,0.23 kW,0.23 kW,0.25 kW,20.00 kW,0.25 kW,0.25 kW,0.25 kW,0.25 kW,0.23 kW,0.25 kW,35.92 kW,0.23 kW,19.73 kW,16.18 kW,19.73 kW,0.23 kW,0.25 kW,0.23 kW,0.23 kW,321.16 kW,0.25 kW,0.23 kW,16.18 kW,0.23 kW,0.23 kW
2/13/23 19:45,0.44 kW,0.23 kW,0.23 kW,0.44 kW,19.90 kW,0.44 kW,0.44 kW,0.44 kW,0.44 kW,0.23 kW,0.44 kW,35.47 kW,0.23 kW,19.32 kW,16.14 kW,19.32 kW,0.23 kW,0.44 kW,0.23 kW,0.23 kW,321.69 kW,0.44 kW,0.23 kW,16.14 kW,0.23 kW,0.23 kW
2/13/23 20:00,0.51 kW,0.23 kW,0.23 kW,0.51 kW,19.89 kW,0.51 kW,0.51 kW,0.51 kW,0.51 kW,0.23 kW,0.51 kW,35.51 kW,0.23 kW,19.31 kW,16.20 kW,19.31 kW,0.23 kW,0.51 kW,0.23 kW,0.23 kW,321.88 kW,0.51 kW,0.23 kW,16.20 kW,0.23 kW,0.23 kW
2/13/23 20:15,0.40 kW,0.23 kW,0.23 kW,0.40 kW,19.86 kW,0.40 kW,0.40 kW,0.40 kW,0.40 kW,0.23 kW,0.40 kW,35.62 kW,0.23 kW,19.28 kW,16.34 kW,19.28 kW,0.23 kW,0.40 kW,0.23 kW,0.23 kW,322.16 kW,0.40 kW,0.23 kW,16.34 kW,0.23 kW,0.23 kW
